recordist,date,time,location,longitude,latitude,elevation,climate
Adrian Eisen Rupp,2009-08-12,?,"Agrião, Parque Nacional da Serra do Itajaí, Presidente Nereu, Santa Catarina",-49.2151,-27.1737,500,subtropical
Alexander Lees,2011-05-22,07:58,"Paragominas, PA, Brazil, Bacia 549",-48.376999999999995,-3.8101,?,tropical
Antonio Silveira,2006-09-04,10:00,"Jaguareguava River,Bertioga,SPaulo,State,Brazil",-46.175,-23.837,5,subtropical
Antonio Silveira,2012-10-20,09:00,"Bairro do Guaraú, Peruíbe, São Paulo State",-47.0226,-24.3701,5,subtropical
Bradley Davis,2007-10-07,07:10,"Pousada Rio Azul, PA",-55.986999999999995,-9.2456,220,tropical
Christian B. Andretti,2011-07-15,08:00,Almeirim/Pará,-52.653,-1.095,80,tropical
Eduardo D. Schultz,2012-09-06,07:00,"Ilhabela, São Paulo",-45.3495,-23.8312,190,subtropical
Evair Legal,2010-01-20,?,"RPPN Prima Luna, Nova Trento, Santa Catarina",-49.02,-27.25800000000001,900,subtropical
Evair Legal,2010-01-30,?,"Angelina, Santa Catarina",-49.01,-27.5667,830,subtropical
Frank Lambert,2004-04-03,?:?,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,?,tropical
Frank Lambert,2006-10-06,10:00,"Fazenda caetes, nr Vargem Alta, Esperito Santo",-40.99205,-20.457253,?,tropical
GABRIEL LEITE,2012-10-10,09:00,"Itaituba, Para",-56.3338,-4.5778,70,tropical
GABRIEL LEITE,2013-09-26,10:30,"Trairão, Para",-56.0715,-5.3316,110,tropical
Glauco Kohler,2011-01-07,11:00,"Spitzkopf, Parque Nacional da Serra do Itajaí,Blumenau, Santa Catarina",-49.1273,-27.0237,950,subtropical
Guilherme R R Brito,2003-00-00,0:29s,Serra do Mar National Park - Santa Virginia - Sao Paulo State,-45.1503,-23.3933,1000,tropical
Jeremy Minns,1996-11-03,06:30,Itatiaia National Park. Rio Maromba valley,-44.6667,-22.4001,1300,tropical
Jeremy Minns,2002-02-09,07:50,Cavernas do Peruaçu National Park,-44.2501,-15.0334,750,tropical
Jeremy Minns,2002-07-23,07:07,"Boa Nova, Wet Forest, state of Bahia",-40.1001,-14.3834,825,tropical
Jeremy Minns,2002-09-12,13:45,Serra dos Orgaos National Park. Teresopolis,-43.01,-22.4667,1500,tropical
Jeremy Minns,2006-02-04,11:37,"Parque do Zizo, Sao Paulo state",-47.81044,-24.017146,650,subtropical
Juha Honkala,2011-11-06,8.30,Intervales State Park. Carmo road,-48.4334,-24.2834,800,subtropical
Marcos Melo,2008-08-15,08:55,"Bairro do Jaceguava, São Paulo, SP",-46.735334,-23.752501000000002,755,subtropical
Nargila Moura,2010-12-03,?,"Belterra, Bacia 357, PA",-54.8478,-3.372,?,tropical
Noé Eiterer,2013-06-23,07:30,"Araponga, Minas Gerais",-42.5222,-20.6665,950,tropical
Noé Eiterer,2013-09-21,08:30,"Araponga, Minas Gerais",-42.5222,-20.6665,950,tropical
Ricardo Gagliardi,2010-10-24,11:21,Itatiaia National Park - Três Picos trail,-44.6301,-22.3798,1250,tropical
Rolf A. de By,1998-12-10,12:55,Itatiaia National Park - Agulhas Negras road,-44.7334,-22.3667,1700,tropical
Sidnei Dantas,2007-08-21,07:00,"Rio Purus, state of Acre",-69.5539,-9.0509,100,tropical
Sidnei S. dos Santos,2009-01-23,06:55,"RPPN Serra Bonita, Camacan, Bahia.",-39.5709,-15.3851,700,tropical
Thiago Orsi Laranjeiras,2013-05-07,15:00,"Rio Teuini, Serginal Tupy, Pauini, Amazonas",-67.3469,-7.9644,100,tropical
Adrian Eisen Rupp,2008-06-07,?,"Gleba maior Reserva Biológica Estadual do Sassafrás, Doutor Pedrinho, Santa Catarina",-49.6756,-26.7117,920,subtropical
Alexandre Bianco,2012-05-13,10:00,"Água Doce, Santa Catarina",-51.7236,-26.6806,1200,subtropical
Bob Planque,2011-05-17,10:00,"Panga Research Station, Minas Gerais",-48.393574,-19.182381,700,tropical
Bob Planque,2011-05-17,10:00,"Panga Research Station, Minas Gerais",-48.393574,-19.182381,700,tropical
Bob Planque,2011-05-17,10:00,"Panga Research Station, Minas Gerais",-48.393574,-19.182381,700,tropical
Bob Planque,2011-05-17,10:00,"Panga Research Station, Minas Gerais",-48.393574,-19.182381,700,tropical
Bob Planque,2011-05-17,11:00,"Panga Research Station, Minas Gerais",-48.393574,-19.182381,700,tropical
Bob Planque,2011-05-17,11:00,"Panga Research Station, Minas Gerais",-48.393574,-19.182381,700,tropical
Bob Planque,2011-05-17,11:00,"Panga Research Station, Minas Gerais",-48.393574,-19.182381,700,tropical
Bradley Davis,2006-07-14,16:20,"Serra dos Caiabis, Alta Floresta - MT",-56.7501,-10.7501,330,tropical
Bradley Davis,2007-08-05,06:50,"Pousada Rio Azul, PA",-55.986999999999995,-9.2456,240,tropical
Eduardo Patrial,2008-03-13,pm,"Parque Estadual Mata dos Godoy, Londrina, Parana",-51.2334,-23.4501,485,subtropical
Evair Legal,2010-04-14,?,"Foz Rio Tigre, Guatambú, Santa Catarina",-52.778,-27.186999999999998,350,subtropical
Evair Legal,2010-04-14,?,"Foz Rio Tigre, Guatambú, Santa Catarina",-52.778,-27.186999999999998,350,subtropical
Fernando Jacobs,2007-04-29,10:30,"Hidráulica, Capão do Leão, Rio Grande do Sul",-52.48944,-31.728890000000003,0,subtropical
Jeremy Minns,2004-07-16,07:53,Aquidauana. Fazenda Aguapé,-55.9501,-20.0834,128,tropical
Joao Menezes,2007-07-09,10:10,"Eldorado, Mato Grosso do Sul state",-54.2537,-23.8501,340,subtropical
Joao Menezes,2011-12-18,14:34,"Eldorado, Mato Grosso do Sul state",-54.2537,-23.8501,340,subtropical
Luiz Fernando Figueiredo,0000-00-00,?,"Estacao Ecologica de Jatai - Luis Antonio, Sao Paulo State",-47.716667,-21.55,651,tropical
Ricardo Gagliardi,2009-12-26,10:50,"Turmalina, SP",-50.455,-20.052,?,tropical
Vanderlei Lopes Ferreira,2011-09-15,08:30,"Francisco Beltrão, Parana",-53.0388,-26.0474,550,subtropical
Advaldo D. Prado,2007-02-26,?,"Rio Sono, Tocantins ",-47.707,-9.5737,190,tropical
Andrew Spencer,2009-09-23,16:30,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,250,tropical
Ciro Albano,2004-07-09,?,Parnamirim_West of Pernambuco State,-39.7056,-8.0392,?,tropical
Don Jones,1997-09-21,?,"Rio Doce State Park, Minas Gerais",-41.167,-19.5001,?,tropical
Fernando Jacobs,2007-06-17,09:50,"near Arroio Santa Bárbara - Pelotas, Rio Grande do Sul",-52.3276,-31.7184,20,subtropical
GABRIEL LEITE,2011-06-25,09:00,"Santo Antônio do Pinhal, São Paulo",-45.6842,-22.7876,1000,tropical
GABRIEL LEITE,2012-03-03,09:00,"Parauapebas, Para",-50.4382,-6.1242,650,tropical
GABRIEL LEITE,2013-02-26,07:30,"Piracicaba, São Paulo",-47.9831,-22.6771,460,tropical
Glauco Alves Pereira,2006-12-25,?,"Porteiras, Altinho, Pernambuco",-37.75,-8.3,460,tropical
Glauco Alves Pereira,2006-12-25,10:00,"Porteiras, Altinho, Pernambuco",-37.75,-8.3,460,tropical
Jeremy Minns,2000-01-12,06:26,Aquidauana,-55.8167,-20.4834,174,tropical
Jeremy Minns,2001-11-14,15:36,Chapada do Araripe (Ceara),-39.3001,-7.3334,900,tropical
Jeremy Minns,2004-03-30,05:41,Chapada Diamantina. Lençóis/Capão trail,-41.4334,-12.5167,750,tropical
Joao Menezes,2011-12-14,16:10,"Eldorado, Mato Grosso do Sul state",-54.2537,-23.8501,340,subtropical
Joao Menezes,2012-07-13,07:33,"Eldorado, Mato Grosso do Sul state",-54.2537,-23.8501,340,subtropical
Mauricio Cabral Periquito,2004-06-26,17:00,"Praia do Gamela, Sirinhaém, Pernambuco",-35.0392,-8.6114,0,tropical
Nick Athanas,2007-09-18,10:18,"Lençois, BA",-41.3667,-12.5501,530,tropical
Noé Eiterer,2012-11-10,16:30,Minas Gerais,-42.6603,-20.4569,400,tropical
Rafael Antunes Dias,2012-05-01,12:00,"Banhado do Maçarico, Rio Grande, Rio Grande do Sul",-52.41195201873779,-32.2830691981951,18,subtropical
Rafael Antunes Dias,2012-05-01,12:00,"Banhado do Maçarico, Rio Grande, Rio Grande do Sul",-52.422,-32.316,18,subtropical
Rafael Antunes Dias,2012-05-01,12:00,"Banhado do Maçarico, Rio Grande, Rio Grande do Sul",-52.422,-32.316,18,subtropical
Sidnei Dantas,2007-11-14,08:00,"Belo Monte, left bank of Rio Xingu, Pará",-51.9245,-3.3848,100,tropical
William Zaca,2013-08-24,15:00,"Atibaia, SP",-46.5834,-23.2001,800,tropical
Alex Lees,2013-09-29,08:00,"Cametá, Para",-49.5345,-2.1694,20,tropical
Frank Lambert,2004-05-08,?:?,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,240,tropical
GABRIEL LEITE,2010-06-06,08:30,"Careiro, Amazonas",-59.9304,-3.4915,20,tropical
Guilherme R R Brito,2008-10-02,07:40,"Left bank of Rio Teles Pires, Paranaita, Mato Grosso",-56.9851,-9.2373,161,tropical
Jeremy Minns,1998-12-15,07:57,Manaus. Road off BR174 at km 41,-60.0248,-2.6131,100,tropical
Jeremy Minns,2000-09-05,08:32,Parque Nacional da Amazônia,-56.3001,-4.5167,50,tropical
Jeremy Minns,2000-12-01,09:41,"Serra do Navio, AP",-52.0559,0.8926,125,tropical
Jeremy Minns,2002-01-29,16:34,Serra dos Carajás. Rio Parauapebas,-49.9167,-6.0667,170,tropical
Jeremy Minns,2002-01-30,09:45,Serra dos Carajás. Road to Salobo,-50.2667,-6.0501,660,tropical
Jeremy Minns,2002-02-01,07:20,Serra dos Carajás. Near mine town,-50.0878,-6.0476,670,tropical
Jeremy Minns,2005-10-24,16:33,Serra dos Carajás. Rio Parauapebas,-49.9167,-6.0667,170,tropical
Marcos Melo,2010-07-22,09:00,"Presidente Figueiredo, Amazonas",-59.997,-2.028,50,tropical
Thiago Orsi Laranjeiras,2011-01-27,07:00,"Trilha do Baruana, Parque Nacional do Viruá, Caracaraí, Roraima",-60.8572,1.4153,60,tropical
Andrew Spencer,2009-09-30,07:30,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,250,tropical
Antonio Silveira,1993-08-01,09:00,"Abobral river, Mato Grosso do Sul State",-56.9868,-19.4788,90,tropical
Christian B. Andretti,2011-07-26,15:30,Almeirim/Pará,-52.653,-1.095,80,tropical
Christian Borges Andretti,2010-10-31,7:46,"Belterra, PA - Bacia 399",-54.833,-2.844,?,tropical
Ciro Albano,2010-04-22,17:50,"Serra da Capivara National Park, state of Piauí",-42.626999999999995,-8.863,?,tropical
Eric DeFonso,2011-09-19,16:34,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,260,tropical
Eric DeFonso,2011-10-08,07:28,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,260,tropical
GABRIEL LEITE,2009-11-02,07:30,Tocantins,-46.8155,-10.0906,340,tropical
GABRIEL LEITE,2012-02-06,08:30,"Parauapebas, Para",-50.235,-5.9712,280,tropical
GABRIEL LEITE,2013-10-01,10:00,"Itaituba, Para",-56.3338,-4.5778,70,tropical
Jeremy Minns,1997-09-05,16:45,"Alta Floresta, MT",-56.0981,-9.8781,260,tropical
Jeremy Minns,2002-02-01,08:45:00,Serra dos Carajás. Águas Claras,-50.3445,-6.1657,390,tropical
Paulo Affonso Fonseca Pires Neto,2012-11-06,09:30,"Barão de Melgaço,MT,Brazil",-55.852,-16.352999999999998,140,tropical
Tayler Brooks,2011-08-10,16:15,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,200,tropical
Alex Lees,2013-05-04,06:30,"Campos de Bragança, Para",-46.8002,-1.0054,10,tropical
Alexander Lees,2005-05-15,07:40,"Fazenda Zenitti, Alta Floresta",-56.195,-9.904,?,tropical
Bob Planque,2011-05-17,07:15,"Panga Research Station, Minas Gerais",-48.393574,-19.182381,700,tropical
Bradley Davis,2007-10-09,06:30,"Pousada Rio Azul, PA",-55.986999999999995,-9.2456,240,tropical
Jeremy Minns,2001-07-05,06:10,Presidente Figueiredo. Lages Ecological Park,-60.0334,-2.01,122,tropical
Jeremy Minns,2001-07-13,17:39,"Mucajaí, Roraima",-60.9167,2.4334,90,tropical
Jeremy Minns,2003-03-23,05:58,Vila Bela da Santíssima Trindade,-59.9834,-14.9834,225,tropical
Jeremy Minns,2003-04-13,06:33,Pousada Thaimaçu. Rio Cururu,-56.6667,-8.9167,180,tropical
Marcos A. Melo,2013-06-22,06:30,"Xapuri, Acre",-68.2818,-10.7427,220,tropical
Marcos Melo,2010-07-23,07:40,"Presidente Figueiredo, Amazonas",-59.997,-2.028,50,tropical
Nunes D´Acosta,2009-09-18,07:00,"Goiânia, Goiás.",-49.266815,-16.691448,720,tropical
Ricardo Gagliardi,2009-12-29,09:40,"Santa Vitória, MG",-50.12,-18.849,?,tropical
Thiago Bicudo,2013-07-10,06:30,"Silves, Amazonas",-58.348,-2.9578,30,tropical
Thiago Orsi Laranjeiras,2011-01-17,07:00,"Estrada Perdida, Parque Nacional do Viruá, Caracaraí, Roraima",-60.9869,1.4022,50,tropical
Ciro Albano,2006-06-03,?,"Serra de Baturité, Ceará",-38.9167,-4.2334,750,tropical
Ciro Albano,2009-10-02,?,"Caetité, state of Bahia, 5 Km south from Brejinho das Ametistas",-42.5406,-14.3073,950,tropical
Ciro Albano,2010-04-30,08:48,"Pacangê forest, Michelin reserve, Ituberá, BA",-39.2409,-13.8367,100,tropical
Dan Lane,2013-01-29,17:00,"RPPN Estação Veracel, Porto Seguro, Bahia",-39.1395,-16.3458,90,tropical
Dan Lane,2013-01-29,17:00,"RPPN Estação Veracel, Porto Seguro, Bahia",-39.1395,-16.3458,90,tropical
Frank Lambert,2004-02-10,?:?,"Bahia, fazenda (Fausto's Fazenda) just to the west of Colonia, near Una",-39.0,-15.0,?,tropical
GABRIEL LEITE,2012-12-01,10:00,Chapada do Araripe (Ceara),-39.3001,-7.3334,440,tropical
Jeremy Minns,2002-02-10,10:37,"Januária, Minas Gerais",-44.3667,-15.4667,550,tropical
Jeremy Minns,2004-03-26,05:22,Jeremoabo,-38.339453000000006,-10.063769,300,tropical
Marcelo Villegas,2013-08-27,18:30,"Posse, Goiás",-46.3626,-14.2686,800,tropical
Richard C. Hoyer,2007-01-20,07:10,"Araripe National Forest, Crato, Ceará State",-39.5834,-7.2501,900,tropical
Sidnei S. dos Santos,2010-12-16,9:46,Sento Sé,-41.091,-9.744,?,tropical
Antonio Silveira,2011-10-16,07:00,"Comandatuba Island, Una,Bahia, Brazil",-38.982,-15.355,0,tropical
Glauco Alves Pereira,2005-12-26,04:50,"Porteiras, Altinho, Pernambuco",-37.75,-8.3,340,tropical
Hermann Redies,2008-06-11,06:23,"RPPN Mãe-da-Lua, Itapajé, Ceará",-39.4737,-3.8114,200,tropical
Jeremy Minns,2001-11-16,06:25,Chapada do Araripe (Ceara),-39.3001,-7.3334,900,tropical
Jeremy Minns,2002-02-08,09:04,"Correntina, BA",-44.6334,-13.3501,450,tropical
Marcos Melo,2008-11-13,09:00,"Pq. Ibirapuera, São Paulo, SP",-46.6606,-23.5889,760,subtropical
Nunes D'Acosta,2007-06-17,09:00,"Goiânia, Goiás.",-49.266815,-16.691448,710,tropical
Adrian Eisen Rupp,2009-04-08,?,"Agrião, Parque Nacional da Serra do Itajaí, Presidente Nereu, Santa Catarina",-49.2151,-27.1737,440,subtropical
Alexander Lees,2004-06-02,07.15,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,?,tropical
Andrew Spencer,2009-09-10,17:20,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,250,tropical
Antonio Silveira,1999-09-00,10am,"Estação Ecológica Juréia-Itatins, Peruíbe,São Paulo -SP",-47.067,-24.406,10,subtropical
Antonio Silveira,2005-12-15,10:00,Serra do Mar State Park. Cunha,-45.028,-23.267,1100,tropical
Bob Planqué,2005-11-27,9:15,"Parque do Zizo, Sao Paulo State",-47.81044,-24.017146,630,subtropical
Bob Planqué,2005-12-09,7:15,"Carlos Botelho State Park, Sao Paulo state",-47.9185,-24.1937,70,subtropical
Daniel Lane,2011-02-17,08:50,"Poço Preto trail, Iguaçu NP, Parana state",-54.4326,-25.6084,200,subtropical
Evair Legal,2010-01-15,?,"Salseiro, Vidal Ramos, Santa Catarina",-49.379082000000004,-27.39726,400,subtropical
Evair Legal,2010-02-11,07:05,"RPPN Prima Luna, Nova Trento, Santa Catarina",-49.018,-27.256999999999998,550,subtropical
Filipe T. and J. Silvério Lemos,2008-06-15,07:30,"Duas Bocas, Cariacica, ES",-40.46667,-20.28333,150,tropical
GABRIEL LEITE,2013-02-25,08:30,"Piracicaba, São Paulo",-47.9831,-22.6771,460,tropical
Glauco Kohler,2007-12-20,8:00,"RPPN Chácara Edith, Brusque, Santa Catarina",-48.8887,-27.1017,30,subtropical
Jeremy Minns,1999-12-29,07:42,"Ubatuba, SP. Folha Seca.",-45.2167,-23.5001,30,subtropical
Jeremy Minns,2001-01-05,06:20,"Ubatuba, SP. Folha Seca.",-45.2167,-23.5001,30,subtropical
Luiz C.  Silva,2013-10-10,10:30,"Campo Mourao, Paraná.",-52.3828,-24.0458,600,subtropical
Luiz Fernando Figueiredo,2001-06-08,?,"Estacao Experimental de Tupi - Piracicaba, Sao Paulo State",-47.526109999999996,-22.74361,?,tropical
Noé Eiterer,2012-06-07,08:30,"Viçosa, Minas Gerais",-42.8884,-20.8004,800,tropical
Paulo Affonso Fonseca Pires Neto,2013-05-11,10:00,"Borebi, São Paulo",-48.9592,-22.6736,700,tropical
Renan Campos de Oliveira,2010-04-15,11:00,"Parque Estadual Mata São Francisco, Cornélio Procópio - PR",-50.5673,-23.1503,550,tropical
Ricardo Gagliardi,2007-09-02,11:10,Açude da Concórdia - Valença - RJ,-43.6667,-22.3001,?,tropical
Sidnei Dantas,2008-04-19,07:00,"Belo Monte, left bank of Rio Xingu, Pará",-51.9245,-3.3848,100,tropical
Tayler Brooks,2011-08-22,9:30,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,200,tropical
Teus Luijendijk,2010-07-22,13:34,Caminho do Itupava,-48.917,-25.425,450,subtropical
William Zaca,2012-10-01,08:15,"Atibaia, SP",-46.5834,-23.2001,900,tropical
Adrian Eisen Rupp,2007-02-04,9:50,"Gleba maior Reserva Biológica Estadual do Sassafrás, Doutor Pedrinho, Santa Catarina",-49.6756,-26.7117,920,subtropical
Adrian Eisen Rupp,2008-12-03,?,"Rio da Prata, Vila Flores, Rio Grande do Sul",-51.4614,-28.8814,330,subtropical
Adrian Eisen Rupp,2008-12-06,?,"Rio Carreiro, Dois Lajeados, Rio Grande do Sul",-51.847,-28.7092,150,subtropical
Antonio Silveira,1999-01-01,10:00,Serra da Cantareira State Park. São Paulo,-46.6167,-23.4667,900,subtropical
Antonio Silveira,1999-12-00,10:00,"Parque Estadual Intervales, SP",-48.4181,-24.2759,800,subtropical
Antonio Silveira,2012-12-07,10:00,"Ibirapuera Park,São Paulo city,São Paulo State",-46.66,-23.59,750,subtropical
Antonio Silveira,2012-12-08,09:00,"Instituto Butantan, São Paulo city, São Paulo State",-46.728,-23.565,750,subtropical
Antonio Silveira,2012-12-17,09:00,"Serra do Lopo, Extrema, Minas Gerais State",-46.3345,-22.8934,1600,tropical
Antonio Silveira,2013-10-11,09:00,"Fazenda Country, Canavieiras, Bahia state",-38.9971,-15.4173,50,tropical
Antonio Silveira,2013-10-29,08:30,"Vale do Quilombo, Gramado, Rio Grande do Sul state  ",-50.8526,-29.3762,600,subtropical
Bob Planqué,2005-11-21,15:25,"Parque do Zizo, Sao Paulo State",-47.81044,-24.017146,630,subtropical
Bruno Lima,2007-12-15,16:20,"Bairro do Guaraú, Peruíbe-SP",-47.01,-24.3167,0,subtropical
Charles Hesse,2006-12-19,10:28,"n of Garuva, Sta Catarina",-48.8139,-25.9517,20,subtropical
Eric DeFonso,2011-11-15,08:56,"Reserva Ecológica de Guapi Açu (REGUA), RJ",-42.7735,-22.4508,30,tropical
Eric DeFonso,2011-11-19,06:12,"Reserva Ecológica de Guapi Açu (REGUA), RJ",-42.7735,-22.4508,30,tropical
Eric DeFonso,2011-12-07,10:54,"Reserva Ecológica de Guapi Açu (REGUA), RJ",-42.7735,-22.4508,30,tropical
Evair Legal,2010-01-16,08:45,"Salseiro, Vidal Ramos, Santa Catarina",-49.379082000000004,-27.39726,550,subtropical
Fernando Jacobs,2007-12-02,09:40,"Dunas, área de proteção ambiental, Las Acácias - Pelotas, Rio Grande do Sul",-52.28333,-31.75,0,subtropical
Frank Lambert,1997-12-20,?:?,"Sao Paulo, Fazenda Capricornia, near Ubatuba",-45.1,-23.4,?,tropical
Frank Lambert,2006-09-21,?:?,"Ubatuba, SP. Folha Seca.",-45.2167,-23.5001,?,subtropical
GABRIEL LEITE,2009-10-09,09:00,Tocantins,-47.8836,-12.6162,280,tropical
GABRIEL LEITE,2011-10-25,09:00,"Manaus, Amazonas",-59.995,-3.0843,50,tropical
Jeremy Minns,1999-04-27,06:55,"Reserva Biológica de Sooretama, ES",-40.01,-19.01,60,tropical
Jeremy Minns,1999-12-19,07:08,Cavernas do Peruaçu National Park,-44.2501,-15.0334,750,tropical
João Gava,2012-08-22,17:30,"Nova Veneza, Santa Catarina, Brazil",-49.49800000000001,-28.638,100,subtropical
Luiz Fernando Figueiredo,0000-00-00,?,"Estacao Ecologica de Jatai - Luis Antonio, Sao Paulo State",-47.716667,-21.55,651,tropical
Marcos Melo,2010-07-24,18:00,"Presidente Figueiredo, Amazonas",-59.997,-2.028,50,tropical
Noé Eiterer,2011-09-07,07:00,"Juiz de Fora, Minas Gerais",-43.3488,-21.765,700,tropical
Noé Eiterer,2011-09-14,15:30,"Viçosa, Minas Gerais",-42.8882,-20.79,800,tropical
Noé Eiterer,2012-03-02,12:30,"Araponga, Minas Gerais",-42.5222,-20.6665,950,tropical
Noé Eiterer,2013-02-01,10:00,"Aracruz, Espirito Santo",-40.2739,-19.8189,60,tropical
Nunes D'Acosta,2013-10-22,10:30,"Goiânia, Goiás",-49.2871,-16.5908,750,tropical
Ricardo Gagliardi,2007-09-02,08:45,Açude da Concórdia - Valença - RJ,-43.6667,-22.3001,?,tropical
William Zaca,2012-09-03,0:24,"Atibaia, SP",-46.5834,-23.2001,950,tropical
Alexander Lees,2010-11-17,07:18,"Paragominas, PA, Brazil, Bacia 342 ",-48.1828,-3.3109,?,tropical
Andrew Spencer,2009-08-27,14:50,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,250,tropical
Bradley Davis,2004-04-05,?,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,250,tropical
Christian B. Andretti,2009-10-29,08:00,Almeirim/Pará,-52.653,-1.095,80,tropical
Christian Borges Andretti,2010-10-23,6:25,"Belterra, PA- Bacia 261",-54.976000000000006,-3.3710000000000004,?,tropical
Frank Lambert,2004-05-02,?:?,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,240,tropical
Frank Lambert,2004-05-08,?:?,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,240,tropical
GABRIEL LEITE,2009-04-20,07:30,Tocantins,-48.18600000000001,-6.0832,150,tropical
Jeremy Minns,2000-11-30,18:04,"Serra do Navio, AP",-52.056000000000004,0.8926,125,tropical
Jeremy Minns,2003-11-30,16:59,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,250,tropical
Nick Athanas,2006-02-03,09:30,"Reserva Biologica da Campina, north of Manaus",-60.0306,-2.5909,70,tropical
Tayler Brooks,2011-08-18,16:15,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,200,tropical
Tayler Brooks,2011-09-10,10:00,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,200,tropical
Andrew Spencer,2009-09-20,10:00,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,250,tropical
Bradley Davis,2007-07-30,09:12,"Pousada Rio Azul, PA",-55.986999999999995,-9.2456,240,tropical
Eric DeFonso,2011-09-25,09:40,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,260,tropical
Eric DeFonso,2011-09-26,10:53,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,260,tropical
Eric DeFonso,2011-10-16,08:09,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,260,tropical
Frank Lambert,2004-02-03,?:?,"Bahia, Fazenda Ouro (Wana)",-39.1,-14.9,?,tropical
